Princeton,88.938750758,1.77989440992
BC,84.6236858111,1.78583840543
Bingham,72.549780088,1.71628643019
JMU,69.0211798152,1.88136227948
Stanford,97.8108596506,2.01070360897
Amherst,81.3906040268,1.60498884168
Mississippi,116.131736527,1.92452048226
Vassar,77.6799217731,1.57227983041
Bucknell,83.044432828,1.50756845067
UPenn,92.0489407348,1.82696673011
Syracuse,79.68680876,1.78581658679
American,68.1684935797,1.82824339991
William,82.3170580964,1.76212355665
Simmons,43.4624505929,1.68359196547
UNC,84.4353906293,2.18646958379
UCSD,59.3017126037,2.04117234736
Rutgers,63.8406834825,1.9451689805
UCSC,49.9575130686,1.79644137044
Rochester,70.7446855139,1.72590452045
Temple,52.7246821569,2.33651649761
Georgetown,90.4265986828,1.77132939293
Cornell,84.7563772776,2.02930862466
Oberlin,61.5835616438,1.74834153466
Harvard,109.033055666,2.04708135248
Williams,80.9935483871,1.59508560602
Oklahoma,102.442238164,2.13412395229
Hamilton,83.3137424373,1.5680797434
Howard,101.235483074,1.83000562564
USFCA,48.6592095451,1.86242700867
Middlebury,81.0471544715,1.58919701147
Johns Hopkins,72.0409266409,1.91777809918
Maine,53.6436211269,1.83683217563
Brown,89.4246511628,1.78815343691
Carnegie,75.3252975742,2.0000421525
Penn,65.5642778072,2.48031813455
Haverford,82.4190871369,1.54287515912
Texas,77.2908745247,2.01330766784
Wesleyan,76.8355134985,1.60134337583
USF,48.0248187187,2.35512362683
GWU,77.0159927827,1.93534643824
Maryland,71.3777011164,2.0461752958
MIT,78.0285714286,2.02489961033
UC,45.4652422069,2.11086505886
Santa,84.8222470654,1.68568128928
Emory,88.4756032172,1.72692735191
Baylor,106.196516441,1.87405863926
Mich,43.704909285,2.04566496559
Lehigh,78.1663054187,1.66679082981
Auburn,105.585212489,2.16690161012
UGA,96.2775841568,1.8651920808
Reed,39.1101871102,1.82016401339
Smith,65.4094276094,1.56855717362
Texas,87.4683126667,2.42443706626
NYU,66.0284145948,2.15032125007
Vanderbilt,106.043375883,1.73471589387
Brandeis,70.5833760903,1.93286329516
Caltech,43.3185955787,1.72978914719
Swarthmore,73.5985533454,1.64141316961
Northeastern,55.0257887912,1.88519052063
USC,91.9345333639,2.0331396654
Dartmouth,79.0423706785,1.89496614993
UC,64.3349337989,2.10154083386
UCF,57.4282463186,2.6244545138
Duke,102.363213744,1.80334749804
Vermont,52.2176406335,1.88613095092
UCSB,64.5763642451,1.90306265538
Columbia,75.5026338148,2.28253941592
Berkeley,74.3291624886,2.24712558144
UVA,91.8028611305,1.91954785623
Notre Dame,89.0726450021,1.74605692803
Wellesley,63.9050505051,1.754110556
FSU,74.6152792299,2.00494548057
Trinity,85.7221584386,1.50930059412
Michigan,78.0519454672,2.04547918587
UF,83.4587022749,2.48399432126
BU,64.7236548223,1.86623230497
Tennessee,90.7779021144,2.2340465641
MU,84.147317958,1.69341256067
Indiana,87.7913739201,1.83179535057
Northwestern,92.4268004164,1.83582840675
UCLA,73.0554551229,1.97587579097
Villanova,81.0573854864,1.75052767146
Wisconsin,70.1243184297,2.08554514248
Cal,62.4803058593,1.80554373875
Colgate,89.0539919586,1.50552667433
Wake,103.943037975,1.69170377182
MSU,69.1134517375,2.06507915768
Tufts,74.7464830889,1.81023859004
Tulane,73.2502579979,1.85838683234
UMass,62.8947687091,1.99055638183
Pepperdine,88.2478955007,1.73173842249
UConn,70.2846851034,1.83626269621
WashU,94.788136686,1.78944516836
UChicago,63.14762555,2.02641083674
Rice,90.446782481,1.69328648718
UIllinois,82.0817293648,1.93597144296
Bowdoin,74.9440497336,1.5712281931
Yale,94.5325250641,1.86571534994
Virginia,65.4797655334,2.81501179333
UC,62.1307710614,2.01402453733
